year,age,maritl,race,education,jobclass,health_ins,wage
2003,39,2. Married,1. White,2. HS Grad,2. Information,1. Yes,109.8339856422
2005,52,2. Married,1. White,4. College Grad,2. Information,1. Yes,137.5901427665
2009,35,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,193.411070531
2004,46,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,43.735111678
2008,34,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,108.8745258347
2005,44,2. Married,1. White,3. Some College,2. Information,2. No,97.4932940454
2008,61,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,141.7751723332
2005,25,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,89.492479518
,48,2. Married,1. White,4. College Grad,2. Information,2. No,109.5472966342
2003,39,2. Married,3. Asian,1. < HS Grad,1. Industrial,2. No,68.7480877338
2003,34,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,103.9024706032
2005,45,4. Divorced,1. White,2. HS Grad,2. Information,1. Yes,94.0727147457
2003,28,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,118.8843593399
2009,25,1. Never Married,3. Asian,4. College Grad,2. Information,1. Yes,115.3750385564
2006,40,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,277.7994802057
2004,26,1. Never Married,3. Asian,3. Some College,1. Industrial,1. Yes,99.6894636985
2008,51,2. Married,2. Black,3. Some College,1. Industrial,2. No,76.8936025176
2004,44,2. Married,1. White,4. College Grad,2. Information,1. Yes,114.4757132903
2005,59,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,81.2832532843
2004,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,87.9810327856
2009,35,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,
2009,55,2. Married,3. Asian,5. Advanced Degree,1. Industrial,1. Yes,114.4757132903
2008,28,1. Never Married,1. White,1. < HS Grad,1. Industrial,1. Yes,106.3696471815
2005,77,2. Married,1. White,2. HS Grad,2. Information,1. Yes,99.6894636985
2005,33,2. Married,3. Asian,4. College Grad,1. Industrial,1. Yes,104.9215065337
2003,49,2. Married,1. White,4. College Grad,2. Information,1. Yes,152.5282168986
2004,18,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,72.1504556816
2007,30,2. Married,1. White,4. College Grad,2. Information,1. Yes,182.0206209635
2008,30,1. Never Married,3. Asian,3. Some College,2. Information,1. Yes,111.720849361
2008,35,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,154.9902602768
2009,54,2. Married,3. Asian,2. HS Grad,1. Industrial,1. Yes,94.0727147457
2003,33,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,81.2832532843
2004,49,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,131.1943236117
2007,60,2. Married,1. White,2. HS Grad,1. Industrial,2. No,114.9265217815
2006,37,4. Divorced,1. White,1. < HS Grad,2. Information,1. Yes,98.5993438604
2009,50,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,133.2323508266
2004,63,2. Married,1. White,4. College Grad,2. Information,1. Yes,118.01975334
2003,58,4. Divorced,2. Black,2. HS Grad,2. Information,1. Yes,61.5945831752
2005,22,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,81.2832532843
2003,46,2. Married,1. White,3. Some College,2. Information,1. Yes,99.6894636985
2005,49,2. Married,1. White,3. Some College,2. Information,1. Yes,111.720849361
2006,48,2. Married,1. White,2. HS Grad,1. Industrial,2. No,123.0896998479
2009,39,2. Married,1. White,2. HS Grad,1. Industrial,2. No,95.230712567
2005,22,1. Never Married,1. White,4. College Grad,2. Information,2. No,54.0299651758
2003,41,2. Married,1. White,4. College Grad,2. Information,2. No,70.4760196469
2005,23,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,90.4819133566
2008,23,1. Never Married,1. White,2. HS Grad,2. Information,2. No,66.2294082944
2006,36,1. Never Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,63.1888610037
2005,29,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,79.8549003093
2009,52,2. Married,1. White,3. Some College,1. Industrial,1. Yes,145.1436011769
2003,18,1. Never Married,2. Black,2. HS Grad,1. Industrial,1. Yes,70.4760196469
2008,42,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,125.5254984338
2003,39,2. Married,1. White,2. HS Grad,1. Industrial,2. No,134.7053751189
2005,71,3. Widowed,1. White,3. Some College,1. Industrial,1. Yes,118.8843593399
2004,58,2. Married,1. White,2. HS Grad,2. Information,1. Yes,94.0727147457
2006,34,2. Married,1. White,2. HS Grad,1. Industrial,2. No,108.8745258347
2005,48,2. Married,1. White,4. College Grad,2. Information,1. Yes,115.3750385564
2004,52,2. Married,1. White,4. College Grad,2. Information,2. No,46.7632687977
2009,44,2. Married,4. Other,3. Some College,1. Industrial,1. Yes,169.5285380367
2008,40,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,88.8164739741
2005,38,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,160.6424754083
2004,43,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,160.6424754083
2006,31,1. Never Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,97.4932940454
2008,29,2. Married,1. White,1. < HS Grad,1. Industrial,1. Yes,99.6894636985
2008,41,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,110.7826502763
2008,41,4. Divorced,1. White,3. Some College,1. Industrial,1. Yes,99.6894636985
2007,46,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2004,41,2. Married,1. White,3. Some College,1. Industrial,1. Yes,81.2832532843
2006,51,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,176.9896504899
2004,51,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,123.0896998479
2004,37,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,127.1157438122
2004,34,2. Married,1. White,4. College Grad,2. Information,1. Yes,166.3249412339
2003,33,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,128.6804882206
2004,40,2. Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2009,29,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,95.230712567
2009,48,1. Never Married,1. White,3. Some College,2. Information,1. Yes,147.11668916
2009,58,2. Married,1. White,4. College Grad,2. Information,1. Yes,148.4131591026
2006,44,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,116.2653240625
2004,48,2. Married,1. White,2. HS Grad,1. Industrial,2. No,48.185650217
2007,64,2. Married,1. White,2. HS Grad,2. Information,1. Yes,90.4819133566
2008,45,2. Married,3. Asian,4. College Grad,1. Industrial,2. No,99.6894636985
2009,52,2. Married,1. White,4. College Grad,2. Information,1. Yes,114.4757132903
2004,43,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,45.282169994
2003,47,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,127.1157438122
2004,33,2. Married,1. White,2. HS Grad,1. Industrial,2. No,104.9215065337
2009,49,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,75.355679318
2008,41,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,276.7784133212
2003,43,5. Separated,2. Black,3. Some College,2. Information,1. Yes,79.8549003093
2007,32,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2008,24,1. Never Married,4. Other,2. HS Grad,1. Industrial,2. No,70.4760196469
2003,31,2. Married,1. White,3. Some College,1. Industrial,1. Yes,92.6581301669
2006,59,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,118.8843593399
2006,61,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,107.4339706104
2006,53,2. Married,3. Asian,5. Advanced Degree,1. Industrial,1. Yes,134.7053751189
2003,40,2. Married,1. White,3. Some College,2. Information,1. Yes,87.9810327856
2009,37,2. Married,1. White,4. College Grad,2. Information,1. Yes,189.2441629328
2008,60,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,76.8936025176
2007,39,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,166.3249412339
2003,37,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,98.5993438604
2009,46,2. Married,1. White,5. Advanced Degree,,1. Yes,157.7005277257
2005,38,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,186.876677628
2005,37,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,134.7053751189
2007,32,2. Married,2. Black,5. Advanced Degree,2. Information,1. Yes,118.8843593399
2006,35,2. Married,1. White,2. HS Grad,1. Industrial,2. No,73.7757432747
2003,33,2. Married,1. White,4. College Grad,2. Information,1. Yes,107.9039238669
2005,26,2. Married,1. White,2. HS Grad,1. Industrial,2. No,96.3706528322
2009,41,2. Married,1. White,2. HS Grad,2. Information,1. Yes,117.1468169148
2009,48,2. Married,1. White,2. HS Grad,1. Industrial,2. No,94.0727147457
2007,31,2. Married,1. White,4. College Grad,2. Information,1. Yes,149.0558955894
2004,59,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,102.8702469332
2006,52,2. Married,1. White,2. HS Grad,2. Information,1. Yes,92.6581301669
2006,37,2. Married,1. White,2. HS Grad,1. Industrial,2. No,92.8958447895
2009,38,2. Married,1. White,3. Some College,2. Information,1. Yes,111.720849361
2008,34,2. Married,1. White,2. HS Grad,1. Industrial,2. No,80.4302079458
2006,50,4. Divorced,1. White,2. HS Grad,1. Industrial,1. Yes,98.2692308088
2004,58,4. Divorced,1. White,2. HS Grad,1. Industrial,2. No,94.0727147457
2007,52,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,76.8936025176
2006,33,2. Married,1. White,2. HS Grad,1. Industrial,2. No,89.2428846645
2006,37,2. Married,2. Black,4. College Grad,1. Industrial,2. No,108.8745258347
2003,33,1. Never Married,3. Asian,3. Some College,2. Information,1. Yes,81.2832532843
2008,51,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,114.4757132903
2003,49,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,114.4757132903
2005,38,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,160.6424754083
2006,37,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,81.2832532843
2008,29,1. Never Married,1. White,2. HS Grad,2. Information,2. No,118.8843593399
2006,47,2. Married,1. White,4. College Grad,1. Industrial,2. No,86.6951548289
2009,42,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,182.0206209635
2009,38,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,114.4757132903
2007,53,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,128.6804882206
2008,51,2. Married,1. White,2. HS Grad,2. Information,1. Yes,101.402052303
2005,57,2. Married,1. White,4. College Grad,1. Industrial,2. No,75.355679318
2009,33,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,87.9810327856
2005,63,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,73.7757432747
2004,40,2. Married,1. White,4. College Grad,2. Information,1. Yes,111.720849361
2007,50,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,50.4119228436
2007,53,4. Divorced,1. White,2. HS Grad,1. Industrial,1. Yes,85.383940379
2006,50,1. Never Married,1. White,2. HS Grad,2. Information,1. Yes,111.721782428
2009,53,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,82.6796372966
2008,25,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,99.6894636985
2005,46,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4131591026
2008,36,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,114.4757132903
2004,32,2. Married,4. Other,1. < HS Grad,1. Industrial,2. No,54.5981500331
2007,51,2. Married,1. White,2. HS Grad,2. Information,1. Yes,86.6951548289
2007,50,2. Married,1. White,3. Some College,2. Information,1. Yes,99.6894636985
2006,36,2. Married,1. White,4. College Grad,2. Information,1. Yes,140.3982001619
2006,53,2. Married,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2005,28,5. Separated,1. White,2. HS Grad,1. Industrial,1. Yes,94.0727147457
2003,36,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,73.2930820723
2003,52,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,138.2991269209
2006,70,1. Never Married,1. White,4. College Grad,1. Industrial,1. Yes,87.9810327856
2009,21,1. Never Married,2. Black,2. HS Grad,2. Information,1. Yes,102.8702469332
2009,29,2. Married,1. White,5. Advanced Degree,2. Information,2. No,117.1468169148
2007,55,2. Married,1. White,3. Some College,1. Industrial,1. Yes,130.2208323588
2007,51,2. Married,1. White,1. < HS Grad,2. Information,1. Yes,114.4757132903
2006,50,2. Married,1. White,5. Advanced Degree,2. Information,2. No,212.8423523157
2006,33,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2008,29,2. Married,1. White,3. Some College,1. Industrial,1. Yes,182.0206209635
2004,47,2. Married,1. White,2. HS Grad,2. Information,1. Yes,136.1577108372
2005,35,2. Married,1. White,1. < HS Grad,1. Industrial,2. No,70.8150386168
2009,41,4. Divorced,1. White,5. Advanced Degree,1. Industrial,2. No,38.605914521
2007,21,1. Never Married,1. White,2. HS Grad,2. Information,2. No,96.144072212
2004,30,2. Married,1. White,3. Some College,2. Information,1. Yes,95.230712567
2007,48,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,111.720849361
2008,49,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,79.8549003093
2005,64,2. Married,2. Black,2. HS Grad,2. Information,1. Yes,109.8339856422
2006,30,4. Divorced,1. White,3. Some College,1. Industrial,1. Yes,107.9039238669
2003,28,2. Married,1. White,3. Some College,2. Information,1. Yes,118.8843593399
2009,42,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,114.4757132903
2005,45,2. Married,1. White,3. Some College,1. Industrial,2. No,127.1157438122
2009,74,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
2007,31,1. Never Married,4. Other,3. Some College,2. Information,2. No,81.2832532843
2005,45,3. Widowed,1. White,2. HS Grad,1. Industrial,2. No,118.8843593399
2005,29,2. Married,1. White,3. Some College,1. Industrial,1. Yes,109.8339856422
2005,23,1. Never Married,4. Other,4. College Grad,2. Information,1. Yes,94.0727147457
2004,61,2. Married,1. White,3. Some College,1. Industrial,2. No,128.6804882206
2003,33,2. Married,1. White,5. Advanced Degree,2. Information,2. No,116.2653240625
2008,43,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,99.6894636985
2003,40,4. Divorced,1. White,2. HS Grad,2. Information,1. Yes,97.4932940454
2007,62,4. Divorced,1. White,4. College Grad,2. Information,1. Yes,109.8339856422
2003,38,1. Never Married,1. White,3. Some College,2. Information,1. Yes,314.3293364453
2008,41,2. Married,1. White,5. Advanced Degree,1. Industrial,2. No,83.1913242935
2004,38,1. Never Married,1. White,2. HS Grad,1. Industrial,2. No,109.8339856422
2004,45,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,272.2947832201
2006,39,2. Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,277.7994802057
2009,55,2. Married,1. White,5. Advanced Degree,2. Information,2. No,66.0446942318
2009,44,2. Married,1. White,4. College Grad,2. Information,1. Yes,176.9896504899
2005,43,2. Married,1. White,4. College Grad,2. Information,1. Yes,176.9896504899
2007,50,2. Married,1. White,3. Some College,2. Information,1. Yes,89.2428846645
2004,42,2. Married,3. Asian,5. Advanced Degree,2. Information,1. Yes,114.4757132903
2007,20,1. Never Married,1. White,3. Some College,1. Industrial,1. Yes,70.8150386168
2008,27,1. Never Married,1. White,2. HS Grad,1. Industrial,1. Yes,85.3865890236
2006,47,2. Married,2. Black,2. HS Grad,1. Industrial,2. No,27.1405792079
2006,44,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,108.8745258347
2004,47,2. Married,1. White,2. HS Grad,1. Industrial,2. No,118.8843593399
2003,41,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,111.720849361
2003,29,2. Married,2. Black,2. HS Grad,1. Industrial,1. Yes,59.6286455537
2003,45,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,73.7757432747
2008,50,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,109.8339856422
2005,36,1. Never Married,1. White,4. College Grad,1. Industrial,2. No,60.7397785178
2007,63,2. Married,2. Black,5. Advanced Degree,2. Information,1. Yes,318.3424300565
2006,50,3. Widowed,1. White,2. HS Grad,1. Industrial,1. Yes,109.8339856422
2006,19,1. Never Married,1. White,1. < HS Grad,1. Industrial,2. No,65.1108537153
2004,35,4. Divorced,1. White,2. HS Grad,1. Industrial,2. No,59.0970640816
2003,62,2. Married,1. White,3. Some College,1. Industrial,1. Yes,111.720849361
2009,30,2. Married,1. White,4. College Grad,1. Industrial,1. Yes,141.7751723332
2008,30,2. Married,3. Asian,5. Advanced Degree,2. Information,2. No,127.1157438122
2003,37,2. Married,1. White,2. HS Grad,1. Industrial,2. No,78.392466801
2005,56,5. Separated,1. White,2. HS Grad,2. Information,1. Yes,110.7826502763
2006,28,1. Never Married,4. Other,2. HS Grad,1. Industrial,2. No,67.1430807547
2007,47,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,99.6894636985
,28,2. Married,1. White,3. Some College,2. Information,2. No,87.9810327856
2005,55,2. Married,1. White,3. Some College,1. Industrial,1. Yes,113.5670895698
2006,61,3. Widowed,1. White,2. HS Grad,1. Industrial,1. Yes,111.4404695671
2008,52,2. Married,2. Black,4. College Grad,1. Industrial,2. No,94.0727147457
2006,44,2. Married,1. White,1. < HS Grad,2. Information,1. Yes,87.9810327856
2008,44,2. Married,1. White,2. HS Grad,1. Industrial,1. Yes,104.9215065337
2005,35,4. Divorced,2. Black,4. College Grad,1. Industrial,1. Yes,117.1468169148
2006,35,2. Married,1. White,1. < HS Grad,2. Information,2. No,65.1108537153
2005,45,2. Married,1. White,5. Advanced Degree,2. Information,1. Yes,148.4131591026
2009,32,1. Never Married,1. White,3. Some College,2. Information,1. Yes,114.4757132903
2008,52,1. Never Married,1. White,4. College Grad,2. Information,1. Yes,65.1108537153
2007,60,1. Never Married,1. White,5. Advanced Degree,1. Industrial,1. Yes,111.720849361
2006,27,1. Never Married,1. White,3. Some College,2. Information,2. No,103.9024706032
2004,37,2. Married,3. Asian,4. College Grad,2. Information,1. Yes,127.1157438122
2004,36,2. Married,1. White,3. Some College,2. Information,2. No,95.230712567
2005,30,2. Married,2. Black,4. College Grad,2. Information,2. No,94.0727147457
2007,61,2. Married,1. White,3. Some College,2. Information,2. No,281.7459705519
